TicketID,Cliente,DataAbertura,TempoResolucao_Horas,Status,CSAT
290892,Lopes,2026-09-24 11:48:02,43,Resolvido,3.0
36732,Vargas da Costa S/A,2026-09-24 11:49:04,51,Resolvido,2.0
536272,Campos,2026-09-24 11:45:58,8,Resolvido,5.0
271816,Cirino - ME,2026-09-24 11:45:21,41,Resolvido,4.0
367003,da Mota,2026-09-24 11:48:36,25,Resolvido,4.0
52622,Pinto,2026-09-24 11:46:15,24,Resolvido,4.0
32329,Rios,2026-09-24 11:49:29,40,Resolvido,4.0
160251,Rocha,2026-09-24 11:46:02,65,Resolvido,3.0
536491,Novaes da Conceição - EI,2026-09-24 11:44:46,31,Escalado,
294371,da Cunha - ME,2026-09-24 11:46:08,36,Resolvido,3.0
98039,Camargo Aragão e Filhos,2026-09-24 11:46:40,29,Resolvido,4.0
661598,Fernandes - ME,2026-09-24 11:43:52,59,Resolvido,1.0
759950,Melo,2026-09-24 11:44:03,18,Em Andamento,
861474,Barros,2026-09-24 11:47:05,52,Em Andamento,
108567,da Costa,2026-09-24 11:47:13,22,Resolvido,5.0
509649,Nunes,2026-09-24 11:49:37,67,Resolvido,1.0
237956,Rezende,2026-09-24 11:47:33,35,Resolvido,3.0
669577,Rezende,2026-09-24 11:44:18,16,Resolvido,5.0
206717,Pastor,2026-09-24 11:46:06,49,Resolvido,3.0
61854,Garcia Novais - ME,2026-09-24 11:46:51,68,Em Andamento,
469516,Novais Ltda.,2026-09-24 11:49:36,51,Resolvido,3.0
735432,Marques,2026-09-24 11:46:13,35,Resolvido,3.0
48751,Albuquerque Andrade Ltda.,2026-09-24 11:47:25,7,Resolvido,5.0
698087,Sá Dias S.A.,2026-09-24 11:49:39,52,Em Andamento,
388517,da Paz,2026-09-24 11:49:24,15,Resolvido,5.0
566185,Porto,2026-09-24 11:47:05,38,Escalado,
742511,Azevedo Aparecida S/A,2026-09-24 11:45:58,42,Em Andamento,
244359,Vasconcelos,2026-09-24 11:45:37,42,Resolvido,4.0
604125,Brito,2026-09-24 11:49:45,51,Em Andamento,
837164,da Paz - EI,2026-09-24 11:49:02,41,Resolvido,3.0
171174,Almeida,2026-09-24 11:49:08,67,Resolvido,2.0
943286,da Rosa,2026-09-24 11:49:43,50,Resolvido,1.0
79187,Albuquerque Carvalho - EI,2026-09-24 11:46:54,64,Resolvido,2.0
642625,Pimenta e Filhos,2026-09-24 11:47:31,42,Resolvido,4.0
906566,Câmara,2026-09-24 11:48:46,15,Resolvido,5.0
194957,Moreira S.A.,2026-09-24 11:47:09,14,Resolvido,5.0
656814,Fonseca,2026-09-24 11:44:07,29,Resolvido,3.0
391816,Monteiro,2026-09-24 11:47:05,56,Resolvido,3.0
848618,Pires,2026-09-24 11:47:23,49,Em Andamento,
380649,Pinto S.A.,2026-09-24 11:47:48,71,Em Andamento,
39540,Santos Câmara e Filhos,2026-09-24 11:48:48,59,Resolvido,1.0
988192,Garcia - EI,2026-09-24 11:44:18,22,Escalado,
437731,Fonseca,2026-09-24 11:46:15,23,Em Andamento,
134550,Monteiro,2026-09-24 11:46:48,38,Resolvido,3.0
481925,Barbosa - ME,2026-09-24 11:43:52,36,Resolvido,3.0
377110,Novais Câmara - EI,2026-09-24 11:49:20,2,Resolvido,5.0
675225,Freitas,2026-09-24 11:43:56,63,Resolvido,3.0
654245,Carvalho Câmara - EI,2026-09-24 11:47:00,31,Resolvido,4.0
158781,Gonçalves,2026-09-24 11:44:22,53,Resolvido,1.0
971377,Mendonça,2026-09-24 11:47:55,42,Escalado,
724989,Siqueira,2026-09-24 11:47:56,52,Escalado,
147235,Garcia S.A.,2026-09-24 11:43:55,39,Escalado,
281613,Novais e Filhos,2026-09-24 11:47:31,69,Resolvido,1.0
216570,Silva S.A.,2026-09-24 11:44:58,5,Resolvido,5.0
252791,Sá,2026-09-24 11:45:42,49,Escalado,
812892,Andrade,2026-09-24 11:48:37,18,Resolvido,4.0
390562,Pacheco,2026-09-24 11:46:34,71,Resolvido,1.0
781673,Barbosa,2026-09-24 11:49:13,16,Resolvido,4.0
955588,Moreira Melo S/A,2026-09-24 11:49:46,47,Resolvido,3.0
597029,Porto,2026-09-24 11:44:30,66,Em Andamento,
693850,Ramos,2026-09-24 11:45:29,29,Resolvido,3.0
454736,Pereira,2026-09-24 11:49:15,71,Em Andamento,
258448,Melo,2026-09-24 11:45:10,6,Resolvido,5.0
317793,Caldeira - ME,2026-09-24 11:48:44,51,Resolvido,2.0
748734,Porto da Costa - ME,2026-09-24 11:48:36,52,Resolvido,1.0
444285,Lopes,2026-09-24 11:48:11,8,Resolvido,5.0
983069,Cassiano,2026-09-24 11:45:08,5,Resolvido,4.0
89306,Jesus,2026-09-24 11:46:25,51,Em Andamento,
296098,Machado Pires S.A.,2026-09-24 11:47:30,49,Resolvido,1.0
995213,Sales,2026-09-24 11:45:20,31,Resolvido,3.0
205551,Sales Guerra e Filhos,2026-09-24 11:48:15,42,Resolvido,3.0
168553,da Rocha,2026-09-24 11:48:11,17,Resolvido,5.0
106340,Monteiro,2026-09-24 11:47:57,72,Escalado,
815629,Cirino,2026-09-24 11:46:36,15,Resolvido,5.0
413828,Pereira - ME,2026-09-24 11:47:31,44,Escalado,
713845,Lopes S/A,2026-09-24 11:49:35,57,Resolvido,2.0
701683,Santos,2026-09-24 11:49:23,1,Em Andamento,
831623,Pires,2026-09-24 11:44:36,35,Em Andamento,
957358,Andrade,2026-09-24 11:45:14,52,Resolvido,2.0
889255,Monteiro Ltda.,2026-09-24 11:46:04,34,Resolvido,3.0
246833,Cardoso Ltda.,2026-09-24 11:48:30,15,Resolvido,5.0
102462,Rocha Ltda.,2026-09-24 11:44:14,48,Em Andamento,
741353,Rocha,2026-09-24 11:45:34,15,Resolvido,4.0
527074,Borges Novais S/A,2026-09-24 11:44:43,31,Em Andamento,
309802,Aparecida,2026-09-24 11:44:48,9,Em Andamento,
862550,Rios,2026-09-24 11:48:03,23,Resolvido,5.0
86723,Gomes - EI,2026-09-24 11:46:57,48,Em Andamento,
312199,Casa Grande das Neves - ME,2026-09-24 11:46:18,37,Resolvido,3.0
926084,Macedo,2026-09-24 11:49:30,50,Escalado,
543656,das Neves das Neves - EI,2026-09-24 11:45:42,44,Resolvido,4.0
324309,Andrade,2026-09-24 11:49:03,18,Resolvido,5.0
59014,da Costa Cavalcanti S/A,2026-09-24 11:46:21,19,Resolvido,5.0
963834,Sampaio S.A.,2026-09-24 11:48:56,53,Escalado,
967787,da Paz - EI,2026-09-24 11:48:01,70,Resolvido,2.0
110358,Montenegro,2026-09-24 11:45:32,42,Resolvido,3.0
968951,Brito,2026-09-24 11:45:16,63,Resolvido,1.0
294726,Moraes - EI,2026-09-24 11:45:47,27,Resolvido,4.0
882211,Aparecida Ltda.,2026-09-24 11:48:31,52,Resolvido,1.0
55297,Almeida da Conceição S.A.,2026-09-24 11:49:31,16,Resolvido,4.0
46344,Moraes Mendonça S.A.,2026-09-24 11:48:53,58,Resolvido,1.0
659172,Melo S/A,2026-09-24 11:46:40,66,Escalado,
263064,das Neves,2026-09-24 11:47:12,64,Em Andamento,
682787,Guerra,2026-09-24 11:46:10,18,Resolvido,5.0
111333,Ribeiro,2026-09-24 11:45:14,22,Resolvido,5.0
718933,Melo,2026-09-24 11:45:05,41,Resolvido,4.0
697787,Castro,2026-09-24 11:45:53,62,Resolvido,2.0
739930,Gonçalves,2026-09-24 11:45:49,11,Resolvido,5.0
630774,Brito,2026-09-24 11:45:31,28,Em Andamento,
967565,Novaes Cirino - EI,2026-09-24 11:48:26,69,Resolvido,1.0
634520,Cardoso,2026-09-24 11:45:08,41,Resolvido,4.0
633852,Fernandes,2026-09-24 11:45:12,37,Resolvido,4.0
570404,Lopes Santos Ltda.,2026-09-24 11:49:14,53,Em Andamento,
631077,Abreu,2026-09-24 11:44:55,13,Resolvido,4.0
364127,Viana Casa Grande S.A.,2026-09-24 11:49:35,1,Resolvido,5.0
5761,Azevedo,2026-09-24 11:47:25,28,Resolvido,4.0
501834,Teixeira,2026-09-24 11:49:08,28,Resolvido,4.0
804184,Moreira - ME,2026-09-24 11:49:48,9,Resolvido,5.0
368247,Carvalho Souza S.A.,2026-09-24 11:47:42,54,Resolvido,2.0
930312,Campos e Filhos,2026-09-24 11:48:24,37,Resolvido,4.0
220856,Aragão Santos S/A,2026-09-24 11:49:42,71,Resolvido,1.0
88777,Nascimento Siqueira S.A.,2026-09-24 11:44:14,11,Em Andamento,
38927,Silva S.A.,2026-09-24 11:47:20,38,Resolvido,4.0
164262,Porto Abreu - EI,2026-09-24 11:44:25,20,Em Andamento,
553679,Caldeira Borges S.A.,2026-09-24 11:46:23,63,Resolvido,3.0
24409,Araújo Almeida - ME,2026-09-24 11:44:26,27,Resolvido,3.0
51686,Mendes,2026-09-24 11:49:42,46,Resolvido,4.0
880964,Freitas,2026-09-24 11:49:08,59,Resolvido,2.0
813786,Sales S/A,2026-09-24 11:47:48,33,Resolvido,3.0
615263,Cavalcante Oliveira e Filhos,2026-09-24 11:45:26,1,Em Andamento,
569923,Montenegro Moura S/A,2026-09-24 11:44:48,40,Resolvido,4.0
479013,Pimenta Gomes - EI,2026-09-24 11:44:50,31,Resolvido,4.0
101077,Sousa,2026-09-24 11:47:05,50,Em Andamento,
722233,da Mota - EI,2026-09-24 11:49:13,31,Resolvido,4.0
119468,Guerra Cavalcante e Filhos,2026-09-24 11:48:06,50,Resolvido,1.0
587826,Cavalcante Ltda.,2026-09-24 11:48:09,49,Em Andamento,
404370,Sales Silva e Filhos,2026-09-24 11:47:39,58,Resolvido,1.0
858042,Gomes S/A,2026-09-24 11:46:43,62,Em Andamento,
573065,Sousa das Neves - ME,2026-09-24 11:43:54,66,Escalado,
4233,Teixeira,2026-09-24 11:44:30,33,Resolvido,4.0
843748,Casa Grande - EI,2026-09-24 11:48:08,69,Resolvido,1.0
838287,Pimenta e Filhos,2026-09-24 11:44:35,31,Resolvido,4.0
202876,Sousa S/A,2026-09-24 11:47:52,50,Resolvido,1.0
556357,Freitas Siqueira S.A.,2026-09-24 11:48:18,38,Resolvido,3.0
737548,Fogaça,2026-09-24 11:46:42,72,Resolvido,3.0
622874,Fonseca,2026-09-24 11:49:42,5,Resolvido,5.0
825247,Fogaça,2026-09-24 11:48:46,29,Resolvido,3.0
117597,Nogueira e Filhos,2026-09-24 11:49:44,46,Resolvido,3.0
567129,Vargas Freitas Ltda.,2026-09-24 11:48:11,26,Em Andamento,
123568,Almeida Duarte S/A,2026-09-24 11:44:26,32,Resolvido,3.0
53785,Nunes Ltda.,2026-09-24 11:47:52,71,Em Andamento,
286006,Casa Grande S/A,2026-09-24 11:47:17,12,Resolvido,4.0
464515,Moura - EI,2026-09-24 11:47:42,50,Em Andamento,
45750,da Conceição,2026-09-24 11:49:44,11,Resolvido,5.0
897671,da Paz Sá - EI,2026-09-24 11:49:43,52,Em Andamento,
669913,Pereira,2026-09-24 11:47:07,65,Resolvido,3.0
925385,Correia Marques S.A.,2026-09-24 11:47:43,17,Resolvido,4.0
630356,Pinto,2026-09-24 11:44:59,58,Em Andamento,
692860,Marques - EI,2026-09-24 11:48:37,28,Em Andamento,
242328,Machado Rocha S.A.,2026-09-24 11:45:22,26,Resolvido,3.0
437342,Ribeiro,2026-09-24 11:47:01,37,Escalado,
715415,Rocha,2026-09-24 11:44:14,41,Resolvido,3.0
206877,da Cunha,2026-09-24 11:48:46,37,Resolvido,4.0
74771,Costela,2026-09-24 11:48:21,31,Resolvido,3.0
128963,Melo S/A,2026-09-24 11:43:52,46,Em Andamento,
550329,Lopes Rodrigues Ltda.,2026-09-24 11:43:53,24,Resolvido,5.0
339955,Borges - ME,2026-09-24 11:48:27,24,Em Andamento,
871712,Nascimento,2026-09-24 11:45:23,31,Resolvido,3.0
20091,Mendonça,2026-09-24 11:48:37,42,Resolvido,3.0
133417,da Rocha S/A,2026-09-24 11:45:39,62,Escalado,
956898,Garcia Melo S/A,2026-09-24 11:49:26,17,Resolvido,5.0
721716,Correia Ltda.,2026-09-24 11:46:19,69,Resolvido,3.0
481073,Silveira,2026-09-24 11:48:05,9,Resolvido,5.0
723146,Gomes,2026-09-24 11:47:28,35,Resolvido,3.0
753222,Cavalcanti e Filhos,2026-09-24 11:44:54,17,Resolvido,5.0
579164,Souza Peixoto S/A,2026-09-24 11:46:50,25,Escalado,
884184,Ribeiro,2026-09-24 11:44:06,50,Resolvido,1.0
987560,Porto,2026-09-24 11:47:18,3,Resolvido,5.0
774533,Farias,2026-09-24 11:48:43,28,Resolvido,4.0
388630,Mendonça,2026-09-24 11:44:38,49,Em Andamento,
881920,Casa Grande,2026-09-24 11:49:24,13,Em Andamento,
176654,da Conceição S/A,2026-09-24 11:49:44,51,Resolvido,1.0
1648,Gomes,2026-09-24 11:47:41,25,Resolvido,3.0
740906,Pacheco Rezende Ltda.,2026-09-24 11:49:38,37,Resolvido,3.0
10019,Novais Ltda.,2026-09-24 11:48:26,8,Resolvido,5.0
218991,Moreira,2026-09-24 11:49:22,46,Em Andamento,
450297,Albuquerque - ME,2026-09-24 11:49:48,2,Resolvido,5.0
251634,Brito,2026-09-24 11:45:55,44,Resolvido,4.0
205387,Costa,2026-09-24 11:49:28,58,Resolvido,2.0
934953,Nunes,2026-09-24 11:48:18,55,Escalado,
664900,Gonçalves,2026-09-24 11:49:07,6,Escalado,
594565,Cavalcanti,2026-09-24 11:43:49,41,Resolvido,3.0
844611,Machado S.A.,2026-09-24 11:46:24,29,Resolvido,4.0
976357,Cavalcanti,2026-09-24 11:44:31,11,Resolvido,5.0
294871,Nascimento Porto e Filhos,2026-09-24 11:45:38,13,Resolvido,5.0
303129,Cavalcanti,2026-09-24 11:49:11,6,Resolvido,5.0
15539,Campos,2026-09-24 11:44:16,57,Resolvido,1.0
116348,Novais,2026-09-24 11:44:44,25,Em Andamento,
250970,Silveira Câmara e Filhos,2026-09-24 11:46:59,53,Em Andamento,
262047,Nunes Ltda.,2026-09-24 11:45:40,54,Resolvido,1.0
708270,Leão,2026-09-24 11:48:08,46,Em Andamento,
856029,Sales,2026-09-24 11:46:40,13,Em Andamento,
739557,Albuquerque Sousa - EI,2026-09-24 11:46:22,39,Escalado,
553428,Fernandes,2026-09-24 11:49:29,26,Resolvido,4.0
324867,Campos Casa Grande S/A,2026-09-24 11:44:31,9,Escalado,
104194,Cassiano Monteiro S/A,2026-09-24 11:45:20,68,Em Andamento,
467529,Nascimento e Filhos,2026-09-24 11:46:18,41,Resolvido,3.0
618035,Cardoso Jesus - ME,2026-09-24 11:44:13,64,Resolvido,1.0
870571,das Neves,2026-09-24 11:44:11,53,Resolvido,1.0
735215,Ramos Ltda.,2026-09-24 11:48:07,50,Resolvido,1.0
366356,Borges Casa Grande - ME,2026-09-24 11:46:50,14,Resolvido,5.0
202838,Ribeiro,2026-09-24 11:46:19,26,Resolvido,3.0
759763,Pires S.A.,2026-09-24 11:47:26,10,Resolvido,5.0
470426,Mendes Ltda.,2026-09-24 11:49:17,66,Resolvido,1.0
265782,Barbosa,2026-09-24 11:49:47,28,Escalado,
402217,Martins Cavalcante - EI,2026-09-24 11:45:01,27,Resolvido,3.0
980790,Oliveira - ME,2026-09-24 11:47:23,26,Resolvido,3.0
366843,Barbosa,2026-09-24 11:46:03,11,Resolvido,5.0
211191,Macedo,2026-09-24 11:45:42,60,Resolvido,1.0
977941,da Paz S.A.,2026-09-24 11:44:26,36,Resolvido,4.0
939143,Cavalcanti Cassiano Ltda.,2026-09-24 11:45:35,16,Em Andamento,
3225,Pimenta,2026-09-24 11:48:45,21,Resolvido,5.0
574343,Farias Silveira - ME,2026-09-24 11:48:38,35,Resolvido,4.0
779236,Garcia,2026-09-24 11:44:32,1,Resolvido,4.0
860468,Cavalcanti,2026-09-24 11:44:53,34,Resolvido,3.0
287541,Marques,2026-09-24 11:44:05,28,Resolvido,4.0
297935,Cardoso e Filhos,2026-09-24 11:46:05,41,Resolvido,3.0
396280,Ribeiro,2026-09-24 11:43:49,4,Resolvido,5.0
454052,Moura,2026-09-24 11:48:27,67,Escalado,
710370,Leão,2026-09-24 11:48:22,41,Resolvido,4.0
754515,das Neves,2026-09-24 11:44:57,42,Resolvido,3.0
930163,da Rocha,2026-09-24 11:46:25,41,Resolvido,3.0
949803,Castro,2026-09-24 11:49:28,2,Escalado,
862069,Nogueira S.A.,2026-09-24 11:47:03,28,Resolvido,3.0
721148,da Costa,2026-09-24 11:47:00,12,Em Andamento,
707814,Andrade,2026-09-24 11:47:05,65,Escalado,
103023,Vasconcelos - EI,2026-09-24 11:48:31,69,Em Andamento,
737491,Sá - EI,2026-09-24 11:48:58,43,Resolvido,3.0
326131,Teixeira S.A.,2026-09-24 11:46:06,7,Resolvido,4.0
985819,Lima - ME,2026-09-24 11:48:23,71,Resolvido,2.0
256093,Barros Barros - ME,2026-09-24 11:47:30,33,Em Andamento,
122122,Carvalho Camargo - ME,2026-09-24 11:49:19,61,Resolvido,1.0
807505,Montenegro - ME,2026-09-24 11:46:58,49,Resolvido,1.0
517232,Aragão,2026-09-24 11:49:46,51,Em Andamento,
526231,Mendonça Nogueira S.A.,2026-09-24 11:44:25,22,Escalado,
772352,Barros,2026-09-24 11:48:20,15,Resolvido,5.0
735444,Câmara,2026-09-24 11:46:13,68,Em Andamento,
769497,Araújo,2026-09-24 11:45:45,37,Resolvido,4.0
127828,Silveira,2026-09-24 11:46:15,59,Em Andamento,
738759,Azevedo,2026-09-24 11:46:08,32,Em Andamento,
818348,Nunes,2026-09-24 11:46:10,39,Em Andamento,
239211,Ramos Castro - ME,2026-09-24 11:45:01,21,Em Andamento,
154420,da Cunha - ME,2026-09-24 11:49:46,52,Resolvido,3.0
627327,Vargas,2026-09-24 11:47:33,7,Em Andamento,
381256,da Conceição - ME,2026-09-24 11:45:55,18,Resolvido,5.0
987712,Câmara Garcia e Filhos,2026-09-24 11:49:08,17,Resolvido,5.0
299086,Carvalho e Filhos,2026-09-24 11:45:02,56,Resolvido,2.0
256735,Cunha S/A,2026-09-24 11:48:51,41,Resolvido,3.0
773318,Vargas,2026-09-24 11:47:51,28,Resolvido,4.0
507421,Correia,2026-09-24 11:49:33,10,Resolvido,4.0
189041,Albuquerque e Filhos,2026-09-24 11:44:54,38,Resolvido,3.0
644547,Ribeiro,2026-09-24 11:45:25,71,Resolvido,1.0
542620,Fonseca,2026-09-24 11:48:16,20,Em Andamento,
356511,Fonseca S.A.,2026-09-24 11:48:27,61,Resolvido,3.0
979304,Correia,2026-09-24 11:44:16,41,Resolvido,3.0
933275,Fonseca da Luz S/A,2026-09-24 11:44:45,35,Resolvido,3.0
879149,Brito,2026-09-24 11:48:07,11,Resolvido,5.0
380819,Sousa S/A,2026-09-24 11:47:18,26,Resolvido,3.0
706067,Silva Monteiro - EI,2026-09-24 11:44:50,71,Resolvido,1.0
698701,Novais,2026-09-24 11:47:19,4,Resolvido,5.0
912248,Sampaio Silva S/A,2026-09-24 11:46:36,10,Resolvido,5.0
397963,Leão S.A.,2026-09-24 11:44:45,65,Resolvido,1.0
965080,Cassiano,2026-09-24 11:45:09,5,Em Andamento,
62949,Guerra,2026-09-24 11:48:13,31,Resolvido,4.0
990022,Guerra Azevedo e Filhos,2026-09-24 11:44:51,4,Em Andamento,
655724,Duarte,2026-09-24 11:45:03,18,Resolvido,4.0
944709,Camargo,2026-09-24 11:48:29,35,Em Andamento,
715661,Abreu - ME,2026-09-24 11:45:50,29,Em Andamento,
68714,Cirino Pinto - EI,2026-09-24 11:49:29,47,Resolvido,4.0
882012,Souza Garcia e Filhos,2026-09-24 11:48:52,53,Em Andamento,
656324,Melo Souza S.A.,2026-09-24 11:47:50,5,Resolvido,5.0
706454,Ribeiro Fernandes S.A.,2026-09-24 11:45:39,12,Em Andamento,
859441,Aparecida S/A,2026-09-24 11:45:45,4,Resolvido,4.0
242297,Monteiro,2026-09-24 11:45:19,41,Resolvido,4.0
359860,Freitas,2026-09-24 11:44:05,43,Em Andamento,
27907,Rodrigues,2026-09-24 11:44:32,30,Resolvido,3.0
828912,Fernandes,2026-09-24 11:48:43,60,Resolvido,3.0
885187,da Cunha Monteiro - EI,2026-09-24 11:48:55,48,Escalado,
722726,Cunha,2026-09-24 11:44:41,40,Em Andamento,
385754,da Luz,2026-09-24 11:47:08,26,Resolvido,4.0
640707,Costa S/A,2026-09-24 11:44:44,5,Escalado,
99962,Peixoto,2026-09-24 11:47:53,10,Resolvido,5.0
901841,Carvalho,2026-09-24 11:45:55,41,Escalado,
233030,Porto,2026-09-24 11:44:47,16,Resolvido,5.0
854737,Fonseca,2026-09-24 11:48:11,38,Resolvido,3.0
988364,Fogaça Ltda.,2026-09-24 11:45:11,30,Resolvido,3.0
233156,da Mata Moreira - ME,2026-09-24 11:46:53,32,Resolvido,4.0
167408,Azevedo Andrade e Filhos,2026-09-24 11:45:19,50,Resolvido,1.0
18770,Lopes e Filhos,2026-09-24 11:44:54,47,Resolvido,4.0
911390,Freitas e Filhos,2026-09-24 11:44:30,23,Em Andamento,
677592,Costela,2026-09-24 11:49:03,43,Resolvido,3.0
613504,Pinto,2026-09-24 11:48:59,34,Em Andamento,
167864,Sá Rios Ltda.,2026-09-24 11:45:42,14,Resolvido,5.0
500611,Siqueira,2026-09-24 11:47:22,32,Em Andamento,
239601,Fernandes,2026-09-24 11:44:29,65,Escalado,
221146,Azevedo,2026-09-24 11:46:28,16,Escalado,
310153,Cavalcante - EI,2026-09-24 11:46:47,35,Resolvido,4.0
860234,da Cunha Rios - EI,2026-09-24 11:49:03,52,Resolvido,1.0
412835,Melo,2026-09-24 11:47:13,37,Escalado,
4590,Marques Pires S/A,2026-09-24 11:44:12,61,Resolvido,2.0
960329,Martins,2026-09-24 11:44:29,69,Resolvido,3.0
938128,Silva,2026-09-24 11:45:18,28,Resolvido,3.0
386093,Freitas S.A.,2026-09-24 11:48:25,59,Resolvido,1.0
958617,Cavalcanti,2026-09-24 11:47:11,64,Resolvido,1.0
825807,Alves Gonçalves e Filhos,2026-09-24 11:47:04,2,Resolvido,5.0
335704,Santos Pimenta S.A.,2026-09-24 11:49:12,45,Em Andamento,
575109,Barbosa Ltda.,2026-09-24 11:44:17,17,Resolvido,4.0
238840,Moreira,2026-09-24 11:49:15,50,Resolvido,1.0
646576,Porto Sampaio - EI,2026-09-24 11:48:36,16,Em Andamento,
851120,Cavalcante Lopes e Filhos,2026-09-24 11:49:21,15,Resolvido,4.0
652204,Rodrigues S.A.,2026-09-24 11:48:59,65,Resolvido,1.0
52337,Castro,2026-09-24 11:43:58,42,Resolvido,3.0
317183,Leão Garcia Ltda.,2026-09-24 11:48:40,15,Escalado,
833589,Abreu,2026-09-24 11:44:01,1,Resolvido,5.0
666460,Pacheco S.A.,2026-09-24 11:48:32,23,Resolvido,5.0
454478,Camargo Costa - EI,2026-09-24 11:47:46,40,Em Andamento,
962358,Pires - ME,2026-09-24 11:47:19,28,Resolvido,4.0
202077,Pires,2026-09-24 11:46:08,68,Resolvido,3.0
157560,Nunes,2026-09-24 11:44:44,59,Resolvido,1.0
820680,Nunes,2026-09-24 11:47:24,52,Resolvido,1.0
609591,Costela Viana S/A,2026-09-24 11:49:26,67,Resolvido,1.0
926211,Sampaio,2026-09-24 11:45:04,32,Resolvido,4.0
430742,Barbosa - ME,2026-09-24 11:45:07,51,Resolvido,2.0
949397,Casa Grande,2026-09-24 11:45:09,39,Resolvido,4.0
57040,Melo S.A.,2026-09-24 11:48:34,65,Resolvido,1.0
583500,Moreira Ltda.,2026-09-24 11:48:09,35,Resolvido,4.0
451731,da Rocha - ME,2026-09-24 11:45:04,12,Em Andamento,
814553,Montenegro,2026-09-24 11:44:08,20,Resolvido,5.0
543601,Borges,2026-09-24 11:44:13,25,Resolvido,3.0
205048,Lima Farias - EI,2026-09-24 11:45:14,6,Em Andamento,
713064,Lopes,2026-09-24 11:44:31,15,Em Andamento,
577621,da Conceição,2026-09-24 11:46:02,15,Escalado,
857368,Moreira - EI,2026-09-24 11:46:30,44,Resolvido,3.0
718780,Cavalcante e Filhos,2026-09-24 11:45:39,7,Escalado,
549286,Cirino Ltda.,2026-09-24 11:43:54,42,Resolvido,4.0
763417,Brito,2026-09-24 11:45:22,65,Resolvido,1.0
735312,Santos Ribeiro S.A.,2026-09-24 11:47:42,56,Em Andamento,
230786,Cunha,2026-09-24 11:49:18,60,Resolvido,2.0
478880,Pastor,2026-09-24 11:45:53,34,Resolvido,3.0
277742,da Costa,2026-09-24 11:44:30,33,Em Andamento,
625821,Alves Moraes S/A,2026-09-24 11:44:55,56,Resolvido,3.0
323144,Silva,2026-09-24 11:45:02,17,Resolvido,4.0
257911,Oliveira,2026-09-24 11:48:32,2,Resolvido,5.0
269267,Borges,2026-09-24 11:46:33,43,Resolvido,3.0
905881,Araújo,2026-09-24 11:47:36,1,Escalado,
659483,Albuquerque Cavalcanti - ME,2026-09-24 11:47:51,37,Resolvido,3.0
7109,Moraes S.A.,2026-09-24 11:46:24,45,Resolvido,3.0
204269,Mendonça,2026-09-24 11:47:34,19,Resolvido,5.0
100019,Peixoto Silva S/A,2026-09-24 11:45:47,5,Escalado,
946586,Carvalho Sousa - ME,2026-09-24 11:47:20,45,Resolvido,3.0
29250,Oliveira,2026-09-24 11:46:21,40,Resolvido,3.0
633948,Pimenta,2026-09-24 11:48:16,66,Em Andamento,
190812,Novais Gonçalves - ME,2026-09-24 11:44:17,68,Resolvido,1.0
989509,Moura,2026-09-24 11:48:32,40,Resolvido,4.0
197540,Souza,2026-09-24 11:44:39,3,Escalado,
551480,Novaes Costa - EI,2026-09-24 11:48:52,48,Resolvido,4.0
519021,Pereira,2026-09-24 11:49:25,3,Resolvido,5.0
439293,da Luz,2026-09-24 11:48:53,20,Resolvido,5.0
52515,da Mata,2026-09-24 11:44:55,38,Em Andamento,
901115,Duarte,2026-09-24 11:49:44,21,Resolvido,5.0
204356,Brito,2026-09-24 11:46:29,66,Escalado,
690865,da Rocha - EI,2026-09-24 11:48:09,54,Escalado,
705353,Rios,2026-09-24 11:43:51,16,Resolvido,4.0
589539,da Luz - EI,2026-09-24 11:45:32,31,Em Andamento,
938758,Sá,2026-09-24 11:47:38,21,Resolvido,5.0
673533,da Conceição e Filhos,2026-09-24 11:47:52,24,Resolvido,5.0
308617,Fonseca S/A,2026-09-24 11:49:21,68,Resolvido,2.0
492091,Câmara,2026-09-24 11:44:16,41,Resolvido,4.0
188412,Fonseca,2026-09-24 11:48:11,56,Escalado,
199232,Leão Carvalho e Filhos,2026-09-24 11:46:20,45,Resolvido,3.0
542703,Teixeira e Filhos,2026-09-24 11:46:17,3,Escalado,
509635,Pacheco Dias S/A,2026-09-24 11:47:13,36,Resolvido,4.0
949489,Gomes S.A.,2026-09-24 11:46:26,27,Escalado,
606390,Pires Andrade - ME,2026-09-24 11:46:24,53,Resolvido,1.0
644785,da Mata,2026-09-24 11:44:43,42,Resolvido,3.0
127045,Carvalho - ME,2026-09-24 11:44:13,31,Em Andamento,
824111,Farias S/A,2026-09-24 11:49:03,36,Em Andamento,
67858,Macedo,2026-09-24 11:48:23,67,Resolvido,1.0
518161,Pereira S/A,2026-09-24 11:48:03,19,Em Andamento,
313793,Duarte Nogueira e Filhos,2026-09-24 11:44:00,50,Escalado,
752672,Siqueira,2026-09-24 11:46:53,45,Resolvido,4.0
774374,Viana Albuquerque S/A,2026-09-24 11:48:20,12,Resolvido,5.0
584643,Melo,2026-09-24 11:43:51,10,Resolvido,4.0
997370,Garcia S.A.,2026-09-24 11:47:20,63,Resolvido,1.0
330412,da Paz e Filhos,2026-09-24 11:45:48,51,Resolvido,2.0
991965,da Conceição - EI,2026-09-24 11:47:02,30,Resolvido,4.0
795782,Rocha,2026-09-24 11:45:50,9,Resolvido,4.0
